TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
12,CUST4438,ACC66190,Current,Withdrawal,Personal Loan,Firm A,South,Manager 3,16-02-2023,106992.1101,123694.7601,0.820361903,563,135
193,CUST1498,ACC16664,Credit,Withdrawal,Mutual Fund,Firm A,East,Manager 3,17-11-2023,18908.40458,97646.97111,0.773638933,457,81
7,CUST2578,ACC57872,Savings,Transfer,Personal Loan,Firm C,South,Manager 4,21-10-2023,87179.6291,74025.86378,0.414463566,503,197
82,CUST7098,ACC99549,Credit,Payment,Credit Card,Firm A,East,Manager 4,30-12-2023,59544.15569,48871.81466,0.544054698,589,191
188,CUST4360,ACC11188,Current,Deposit,Savings Account,Firm C,South,Manager 4,31-10-2023,73725.40812,102427.1699,0.927678606,780,163
113,CUST7994,ACC62446,Savings,Withdrawal,Personal Loan,Firm A,West,Manager 2,26-09-2023,100129.1244,65014.52491,0.767009823,740,116
187,CUST8028,ACC22255,Credit,Deposit,Personal Loan,Firm D,South,Manager 2,07-03-2023,34604.29246,62606.22917,0.69264252,653,141
132,CUST5105,ACC89098,Current,Payment,Home Loan,Firm E,South,Manager 1,04-10-2023,39320.84407,109335.6836,0.349356294,323,86
110,CUST6351,ACC15925,Current,Deposit,Credit Card,Firm C,North,Manager 4,06-01-2023,59194.42042,54997.69198,0.382466019,349,11
22,CUST2699,ACC40952,Current,Withdrawal,Savings Account,Firm E,East,Manager 3,13-06-2024,49709.0542,55394.82861,0.253184913,615,220
33,CUST5920,ACC35419,Current,Payment,Mutual Fund,Firm C,Central,Manager 1,21-02-2024,112373.1057,18620.97778,0.490592962,329,213
133,CUST4595,ACC34431,Current,Payment,Mutual Fund,Firm C,East,Manager 2,21-11-2023,85761.60695,27520.51927,0.567118363,557,233
140,CUST5916,ACC37688,Current,Transfer,Home Loan,Firm C,Central,Manager 1,14-04-2023,63201.56328,79252.78786,0.44731781,772,213
54,CUST8765,ACC94907,Credit,Withdrawal,Personal Loan,Firm B,North,Manager 2,20-10-2023,41405.73292,75242.444,0.248413907,701,58
71,CUST7793,ACC45951,Current,Payment,Home Loan,Firm B,West,Manager 2,13-09-2023,32106.9782,129308.6491,0.471851436,445,91
73,CUST9754,ACC72197,Current,Withdrawal,Savings Account,Firm D,West,Manager 2,05-03-2024,69190.47605,64537.62519,0.464608382,769,232
12,CUST4625,ACC23736,Current,Transfer,Mutual Fund,Firm E,South,Manager 2,21-04-2024,43036.41574,69752.45714,0.731602567,465,208
188,CUST8155,ACC31539,Current,Transfer,Home Loan,Firm B,South,Manager 3,16-04-2024,28630.07591,41457.20296,0.172775276,563,74
28,CUST8028,ACC92104,Credit,Withdrawal,Home Loan,Firm A,East,Manager 4,24-05-2024,16223.76899,63010.88326,0.214137123,547,150
78,CUST2699,ACC42467,Savings,Deposit,Mutual Fund,Firm D,South,Manager 1,04-10-2023,59308.87511,59286.13157,0.282214011,449,192
142,CUST6029,ACC65144,Current,Transfer,Mutual Fund,Firm C,Central,Manager 3,06-06-2023,56439.9397,72475.05748,0.540954694,424,201
42,CUST9248,ACC23985,Current,Payment,Home Loan,Firm D,South,Manager 3,24-05-2023,-2530.580748,116325.6066,0.411249148,680,12
170,CUST1569,ACC11062,Loan,Withdrawal,Home Loan,Firm E,South,Manager 2,30-03-2024,17115.99641,63085.27035,-0.192798906,398,52
16,CUST4794,ACC96277,Savings,Payment,Credit Card,Firm D,Central,Manager 2,06-08-2023,102125.0618,44048.74394,0.603282245,711,55
49,CUST1555,ACC88252,Loan,Transfer,Mutual Fund,Firm D,North,Manager 3,16-04-2024,3893.024787,107232.6137,0.34943158,352,65
99,CUST1042,ACC51971,Savings,Withdrawal,Savings Account,Firm A,South,Manager 1,04-02-2023,58765.08348,28905.51022,0.104027414,533,75
158,CUST3609,ACC61827,Credit,Payment,Credit Card,Firm A,North,Manager 1,31-10-2023,3425.105439,56228.29974,0.665860112,443,84
189,CUST7730,ACC52650,Current,Transfer,Personal Loan,Firm B,North,Manager 4,16-04-2024,66530.28262,105141.296,0.757303067,404,67
185,CUST5545,ACC57700,Savings,Transfer,Home Loan,Firm D,South,Manager 1,16-02-2023,71932.53447,69920.35629,0.487487947,395,194
89,CUST8091,ACC48501,Savings,Payment,Home Loan,Firm E,South,Manager 4,13-02-2024,29264.54197,43656.13772,0.455633985,630,30
37,CUST5894,ACC99409,Savings,Transfer,Mutual Fund,Firm B,West,Manager 2,18-08-2023,-10992.90588,2730.901704,0.303423397,449,127
24,CUST6292,ACC62809,Current,Payment,Home Loan,Firm B,North,Manager 4,08-02-2024,44133.04064,50278.11729,0.59688416,703,235
122,CUST5920,ACC60432,Savings,Withdrawal,Home Loan,Firm A,East,Manager 1,10-02-2023,48881.36203,66439.23484,0.37829135,709,153
143,CUST1376,ACC11285,Savings,Withdrawal,Credit Card,Firm B,Central,Manager 1,11-09-2023,88221.49493,39508.51565,0.471567719,378,173
180,CUST3609,ACC39482,Loan,Withdrawal,Home Loan,Firm A,Central,Manager 3,31-10-2023,10599.61769,101228.8985,0.697238316,742,88
69,CUST7481,ACC87006,Loan,Deposit,Personal Loan,Firm C,North,Manager 4,08-06-2024,71903.44569,110199.2479,0.409566077,747,10
78,CUST7098,ACC41829,Current,Deposit,Savings Account,Firm D,Central,Manager 1,06-06-2023,57931.95305,112358.1291,0.041136127,724,177
7,CUST8390,ACC29646,Savings,Transfer,Mutual Fund,Firm C,North,Manager 4,14-03-2024,52888.2608,138785.5703,0.367834185,471,13
88,CUST7933,ACC52650,Credit,Payment,Home Loan,Firm C,Central,Manager 1,22-05-2024,68252.91968,48057.78073,0.480789599,474,109
73,CUST2578,ACC75675,Current,Withdrawal,Credit Card,Firm E,South,Manager 1,17-08-2023,67421.32181,243.7617715,-0.071106884,679,237
197,CUST5385,ACC15359,Loan,Transfer,Credit Card,Firm D,West,Manager 2,21-05-2023,61378.50949,78170.33378,0.607769325,765,66
10,CUST1121,ACC64393,Current,Deposit,Personal Loan,Firm B,South,Manager 3,19-07-2023,66833.18525,91253.85808,0.711452639,554,8
162,CUST1498,ACC57597,Savings,Transfer,Savings Account,Firm A,South,Manager 3,17-11-2023,41853.1717,79355.32972,0.185681031,817,9
42,CUST3153,ACC22799,Loan,Transfer,Home Loan,Firm D,East,Manager 4,05-05-2023,57417.59218,105226.6073,0.315045301,622,180
69,CUST5705,ACC78178,Savings,Deposit,Mutual Fund,Firm B,North,Manager 2,23-10-2023,67519.49754,88866.69915,0.419100835,844,161
138,CUST3015,ACC61926,Credit,Payment,Credit Card,Firm D,North,Manager 2,17-12-2023,17533.82043,64007.4081,-0.050722056,819,119
11,CUST9525,ACC39482,Loan,Deposit,Home Loan,Firm C,South,Manager 4,28-05-2024,72309.86085,53696.87888,0.472981521,792,18
72,CUST8288,ACC11837,Current,Payment,Mutual Fund,Firm E,East,Manager 4,21-01-2023,44931.39915,49684.01613,0.417029422,460,65
104,CUST4684,ACC11188,Loan,Deposit,Personal Loan,Firm E,West,Manager 1,21-05-2023,2038.904242,82790.54168,0.665761193,359,163
190,CUST3602,ACC17688,Current,Transfer,Personal Loan,Firm A,South,Manager 2,22-06-2024,73721.61433,102732.8048,0.360735635,670,128
74,CUST6029,ACC45907,Current,Transfer,Credit Card,Firm B,Central,Manager 3,28-03-2024,9004.896253,69567.28338,0.6832144,452,211
118,CUST6292,ACC77638,Savings,Payment,Savings Account,Firm D,Central,Manager 4,11-06-2024,87680.6972,19661.66407,0.369476691,811,38
19,CUST4346,ACC80442,Current,Transfer,Credit Card,Firm A,Central,Manager 4,25-04-2024,90792.08036,123473.9336,0.568701996,306,129
98,CUST8416,ACC58667,Savings,Withdrawal,Mutual Fund,Firm C,South,Manager 1,18-10-2023,63036.39696,95153.00533,0.119829315,771,184
28,CUST1962,ACC94907,Credit,Withdrawal,Mutual Fund,Firm E,North,Manager 3,08-09-2023,97381.24299,83324.53882,0.68995823,479,157
9,CUST8765,ACC32212,Current,Withdrawal,Savings Account,Firm E,South,Manager 4,15-05-2023,62001.53024,82209.54152,0.470777687,677,126
84,CUST3153,ACC39529,Credit,Deposit,Home Loan,Firm E,West,Manager 1,25-12-2023,48251.3505,143886.0814,0.780390626,320,168
76,CUST9129,ACC65144,Savings,Withdrawal,Home Loan,Firm C,South,Manager 2,19-06-2023,41823.80658,40328.35736,0.224297459,533,147
180,CUST6549,ACC71388,Current,Payment,Home Loan,Firm B,East,Manager 2,06-06-2023,66701.92946,114264.1457,0.211994564,763,207
70,CUST1840,ACC29356,Credit,Payment,Mutual Fund,Firm B,North,Manager 4,17-04-2023,102768.848,60654.88406,0.755747692,483,205
192,CUST5253,ACC82298,Loan,Deposit,Savings Account,Firm A,East,Manager 3,12-01-2023,44817.42036,46317.10017,0.683504207,663,215
58,CUST1768,ACC53466,Savings,Payment,Savings Account,Firm D,South,Manager 4,19-10-2023,65264.19006,46615.92461,0.725526847,655,70
67,CUST1962,ACC94203,Savings,Deposit,Home Loan,Firm C,South,Manager 2,07-06-2024,-27308.23578,101402.6467,0.446907988,608,129
190,CUST3153,ACC21878,Credit,Deposit,Mutual Fund,Firm C,Central,Manager 1,03-04-2023,74031.99409,73259.2013,0.625267206,748,148
170,CUST3315,ACC34821,Savings,Transfer,Credit Card,Firm E,West,Manager 3,04-02-2023,47773.99949,-32532.52374,0.68824808,684,91
175,CUST1121,ACC54589,Credit,Transfer,Home Loan,Firm D,Central,Manager 2,29-05-2023,38289.44745,43922.632,0.57046605,308,157
67,CUST2805,ACC96277,Current,Withdrawal,Personal Loan,Firm A,South,Manager 2,11-08-2023,72294.13687,83081.17078,0.638480813,346,176
165,CUST9169,ACC35163,Credit,Withdrawal,Home Loan,Firm B,Central,Manager 4,06-04-2024,45013.38742,70977.56952,0.672509462,491,233
97,CUST1223,ACC89098,Credit,Transfer,Personal Loan,Firm B,Central,Manager 2,21-12-2023,53766.66244,77806.8924,0.880678974,716,183
100,CUST2443,ACC31539,Savings,Payment,Personal Loan,Firm D,North,Manager 3,02-03-2024,49343.2097,60543.77137,-0.088879036,820,38
155,CUST6351,ACC35163,Loan,Transfer,Savings Account,Firm B,East,Manager 3,30-04-2023,55583.07284,53648.87867,0.227243535,558,107
151,CUST3069,ACC83005,Savings,Deposit,Home Loan,Firm C,South,Manager 1,08-09-2023,59212.26937,109208.1456,0.572665115,537,6
54,CUST5705,ACC82947,Current,Payment,Credit Card,Firm A,Central,Manager 2,17-02-2023,87434.14029,37293.72011,0.986286928,489,126
134,CUST2716,ACC70314,Loan,Deposit,Personal Loan,Firm E,North,Manager 1,07-06-2024,41611.5652,57846.46771,1.200214092,641,76
21,CUST3306,ACC39544,Credit,Deposit,Home Loan,Firm D,North,Manager 4,17-01-2024,47857.7114,33618.56425,0.784788347,319,186
8,CUST1498,ACC86784,Savings,Payment,Savings Account,Firm B,West,Manager 3,17-07-2023,15085.25434,75545.54257,0.843828952,678,103
30,CUST8529,ACC70460,Credit,Withdrawal,Personal Loan,Firm D,East,Manager 1,10-01-2023,56862.43281,73824.62036,0.363114534,456,56
183,CUST4684,ACC76549,Credit,Withdrawal,Mutual Fund,Firm A,East,Manager 2,24-10-2023,84221.98972,69925.02333,0.097392737,619,159
45,CUST2443,ACC34568,Credit,Deposit,Personal Loan,Firm B,Central,Manager 3,09-01-2023,78069.82292,30386.37699,0.72499606,364,234
18,CUST3131,ACC57700,Loan,Withdrawal,Home Loan,Firm D,South,Manager 3,17-04-2023,86662.79153,105608.5828,0.386513986,450,126
129,CUST1497,ACC74656,Loan,Transfer,Savings Account,Firm B,East,Manager 2,10-12-2023,71481.02553,69505.96774,0.563529544,652,23
55,CUST2842,ACC35419,Credit,Withdrawal,Personal Loan,Firm B,East,Manager 4,16-03-2023,86383.19268,67769.61451,0.158651742,430,225
179,CUST7933,ACC70460,Current,Transfer,Credit Card,Firm B,East,Manager 2,10-01-2023,34883.20973,4133.376713,0.691168231,674,56
153,CUST9754,ACC71938,Loan,Payment,Mutual Fund,Firm B,North,Manager 1,16-04-2024,89029.48688,61517.35157,0.673669348,567,189
127,CUST1747,ACC88516,Savings,Withdrawal,Home Loan,Firm E,South,Manager 4,16-02-2023,58108.97114,81086.45126,0.184575443,783,217
196,CUST4438,ACC49180,Loan,Payment,Personal Loan,Firm B,North,Manager 2,21-04-2024,38474.40493,52363.46977,0.375258172,569,110
91,CUST5253,ACC88286,Loan,Deposit,Savings Account,Firm B,West,Manager 2,28-11-2023,79277.69803,56376.72871,0.5419364,822,118
55,CUST7395,ACC67701,Savings,Payment,Home Loan,Firm A,North,Manager 2,16-08-2023,49573.30801,108624.0763,0.331741639,622,176
165,CUST8529,ACC83848,Current,Withdrawal,Mutual Fund,Firm A,Central,Manager 1,17-01-2024,58502.90995,102101.0048,0.476869078,638,79
84,CUST9962,ACC15925,Current,Payment,Mutual Fund,Firm E,East,Manager 2,15-04-2024,111333.4778,95122.91212,0.179515275,317,155
60,CUST5253,ACC45521,Credit,Payment,Home Loan,Firm C,West,Manager 4,04-02-2023,50553.40159,103867.0998,0.353563112,631,226
99,CUST4402,ACC71388,Credit,Deposit,Credit Card,Firm C,South,Manager 2,08-09-2023,77191.28784,67700.85368,0.372064597,754,82
174,CUST2464,ACC77592,Credit,Withdrawal,Savings Account,Firm E,Central,Manager 4,05-07-2023,88577.00726,4873.356091,0.660213984,658,133
92,CUST9683,ACC13357,Savings,Transfer,Savings Account,Firm E,North,Manager 3,05-03-2024,76356.18824,67214.59264,0.859494812,478,200
121,CUST6525,ACC12182,Current,Deposit,Savings Account,Firm A,South,Manager 4,10-12-2023,72069.44051,92599.84154,0.586433719,591,89
132,CUST4584,ACC11188,Loan,Transfer,Credit Card,Firm D,South,Manager 1,28-05-2024,76190.8559,77053.41078,0.573733064,551,8
55,CUST4258,ACC53466,Current,Withdrawal,Credit Card,Firm A,Central,Manager 2,05-05-2023,85540.32541,86752.3948,0.686364173,372,200
125,CUST3762,ACC42903,Savings,Payment,Mutual Fund,Firm B,North,Manager 1,28-03-2024,63442.06657,79170.57676,0.334555921,682,45
114,CUST1644,ACC76699,Current,Deposit,Home Loan,Firm D,West,Manager 4,17-12-2023,79287.06763,13216.08366,0.617110302,539,149
141,CUST6038,ACC45521,Current,Transfer,Savings Account,Firm A,East,Manager 2,09-02-2024,12434.74802,27023.35762,0.127143771,383,32
9,CUST9216,ACC94907,Current,Withdrawal,Personal Loan,Firm E,Central,Manager 1,10-09-2023,79901.48232,-7738.8937,0.626890569,721,52
92,CUST3069,ACC87006,Credit,Transfer,Mutual Fund,Firm D,West,Manager 3,06-03-2023,85705.25576,78345.91949,0.543507044,847,36
62,CUST3762,ACC71388,Loan,Payment,Credit Card,Firm C,East,Manager 4,11-06-2024,65945.7115,31265.08312,0.130191634,509,160
53,CUST3609,ACC39544,Savings,Payment,Credit Card,Firm B,Central,Manager 2,03-10-2023,80829.1196,117228.6319,0.33853526,733,228
33,CUST5894,ACC77638,Current,Deposit,Personal Loan,Firm A,North,Manager 3,08-03-2023,51663.77245,89845.31889,0.943511621,848,237
188,CUST2612,ACC76549,Loan,Deposit,Personal Loan,Firm A,South,Manager 4,18-10-2023,83656.241,78568.30695,0.573406914,448,232
190,CUST9731,ACC12334,Savings,Transfer,Credit Card,Firm C,North,Manager 3,01-01-2024,15728.11692,82157.63826,0.656826308,717,138
20,CUST6028,ACC51971,Loan,Deposit,Personal Loan,Firm B,West,Manager 2,16-10-2023,42664.73535,90063.45369,0.477871632,461,86
3,CUST4625,ACC22255,Credit,Withdrawal,Credit Card,Firm B,East,Manager 4,18-10-2023,40196.74354,62274.22222,0.737530513,789,205
96,CUST7345,ACC67701,Credit,Transfer,Credit Card,Firm C,East,Manager 1,03-04-2023,3309.139017,97359.8162,0.407873798,401,60
163,CUST9843,ACC43771,Loan,Payment,Home Loan,Firm E,East,Manager 4,08-01-2023,23599.53785,52984.05427,0.451909545,414,136
170,CUST2412,ACC97411,Current,Withdrawal,Mutual Fund,Firm B,North,Manager 3,14-02-2023,131774.3884,128288.2275,0.885973693,507,14
32,CUST9528,ACC41829,Savings,Payment,Savings Account,Firm D,North,Manager 3,22-05-2024,55465.08328,6168.867976,0.276342514,611,17
66,CUST3315,ACC11188,Current,Payment,Home Loan,Firm B,East,Manager 1,24-11-2023,26629.37465,63324.19908,0.738678515,399,22
49,CUST1887,ACC35419,Credit,Payment,Savings Account,Firm A,Central,Manager 2,08-01-2023,81417.34727,86819.57356,0.495512904,522,17
66,CUST6937,ACC34119,Savings,Withdrawal,Savings Account,Firm C,Central,Manager 3,14-04-2023,57801.19497,63546.94134,1.012742792,373,137
194,CUST2915,ACC43309,Credit,Payment,Savings Account,Firm D,East,Manager 4,08-03-2023,128903.1142,86465.76431,0.294035969,589,82
195,CUST8091,ACC43771,Credit,Withdrawal,Home Loan,Firm C,East,Manager 1,12-03-2024,13175.84229,49768.76619,0.242769601,655,83
192,CUST6029,ACC45968,Loan,Deposit,Savings Account,Firm D,West,Manager 3,15-01-2023,24717.59148,75340.82817,0.425550188,513,34
174,CUST9038,ACC52131,Savings,Transfer,Home Loan,Firm E,West,Manager 4,23-10-2023,29455.57396,61651.8577,-0.046993204,744,120
183,CUST6029,ACC57516,Loan,Transfer,Personal Loan,Firm C,North,Manager 3,08-02-2024,55909.89969,84916.91709,0.191022663,406,207
51,CUST4258,ACC88286,Credit,Deposit,Home Loan,Firm E,West,Manager 3,20-04-2024,48237.62174,45570.33812,0.402900646,516,120
77,CUST8765,ACC48303,Loan,Withdrawal,Mutual Fund,Firm D,East,Manager 3,21-12-2023,57940.05971,60797.73841,0.57630778,764,91
1,CUST3187,ACC89098,Loan,Withdrawal,Credit Card,Firm E,West,Manager 4,13-06-2024,2179.731734,86322.77532,0.344486619,808,136
79,CUST4780,ACC23736,Current,Payment,Home Loan,Firm E,East,Manager 4,13-02-2024,74359.98238,35169.82841,0.433080298,308,228
48,CUST8155,ACC34431,Savings,Transfer,Personal Loan,Firm E,West,Manager 3,22-10-2023,92216.75337,14404.95284,0.631647513,622,163
138,CUST9420,ACC41829,Loan,Deposit,Personal Loan,Firm E,East,Manager 4,12-02-2023,32579.24281,62707.24473,0.539799491,531,171
31,CUST1747,ACC39482,Loan,Transfer,Home Loan,Firm E,Central,Manager 1,05-02-2024,7969.732794,62664.81343,0.719219278,372,44
184,CUST9169,ACC26940,Credit,Payment,Credit Card,Firm C,West,Manager 2,06-11-2023,50010.26478,92390.18122,0.56334511,477,19
190,CUST2942,ACC46655,Credit,Deposit,Home Loan,Firm E,Central,Manager 4,17-06-2023,42391.63732,111075.011,0.982655174,558,53
124,CUST2915,ACC49140,Current,Withdrawal,Personal Loan,Firm E,South,Manager 3,17-01-2024,16743.74355,129042.2658,0.482301502,525,215
168,CUST5351,ACC45101,Savings,Deposit,Personal Loan,Firm C,West,Manager 1,20-11-2023,35224.62786,38920.65948,0.130362095,786,160
82,CUST2871,ACC15925,Savings,Transfer,Personal Loan,Firm B,Central,Manager 4,22-03-2024,37660.55259,35186.12937,0.394292199,702,188
143,CUST2694,ACC76549,Credit,Deposit,Mutual Fund,Firm A,West,Manager 4,21-10-2023,59224.00204,18430.27262,0.698543599,642,218
24,CUST4669,ACC49422,Credit,Transfer,Credit Card,Firm E,West,Manager 2,17-04-2023,-17358.43697,54273.98919,0.499705946,419,162
30,CUST4438,ACC57516,Current,Transfer,Savings Account,Firm A,North,Manager 2,13-02-2024,86689.60809,49558.85858,0.460547891,698,155
155,CUST4794,ACC74631,Savings,Transfer,Credit Card,Firm D,East,Manager 1,01-06-2023,56446.64755,72881.06545,0.399996845,418,154
93,CUST1609,ACC45968,Credit,Transfer,Credit Card,Firm B,East,Manager 4,07-06-2024,90924.43728,87437.50844,0.644683238,835,80
144,CUST3315,ACC71388,Current,Withdrawal,Mutual Fund,Firm E,Central,Manager 1,24-05-2023,73450.98899,71392.14531,0.723045668,448,139
141,CUST8660,ACC94203,Savings,Deposit,Personal Loan,Firm B,North,Manager 4,06-09-2023,85405.8922,8743.542219,0.704565314,580,232
100,CUST5610,ACC11062,Credit,Transfer,Personal Loan,Firm D,West,Manager 2,30-07-2023,68279.78843,38522.27451,0.422614375,574,106
152,CUST2188,ACC13357,Savings,Withdrawal,Credit Card,Firm D,East,Manager 3,17-02-2024,85176.71975,96275.65732,0.240939998,681,234
75,CUST6038,ACC78589,Current,Transfer,Personal Loan,Firm D,South,Manager 1,04-05-2024,55390.20479,133292.7936,0.213603876,607,215
141,CUST4241,ACC25811,Savings,Deposit,Credit Card,Firm E,Central,Manager 3,29-11-2023,79431.66148,52874.03444,0.273016563,746,183
16,CUST6947,ACC30146,Current,Deposit,Home Loan,Firm A,West,Manager 2,05-05-2023,35356.97135,137652.0135,0.330060196,567,14
92,CUST5664,ACC52650,Loan,Payment,Personal Loan,Firm B,Central,Manager 3,30-03-2024,51069.12612,130841.2643,0.80987167,603,181
71,CUST9731,ACC10117,Current,Payment,Home Loan,Firm D,South,Manager 3,09-12-2023,38168.47043,64821.32547,0.611787563,733,138
8,CUST1547,ACC23736,Current,Withdrawal,Home Loan,Firm A,South,Manager 3,22-05-2024,41730.74837,114136.6266,0.303794996,468,38
194,CUST9683,ACC45951,Current,Withdrawal,Personal Loan,Firm B,South,Manager 1,19-03-2024,44291.29732,110589.3338,0.781284984,527,157
157,CUST6937,ACC16664,Loan,Transfer,Savings Account,Firm D,South,Manager 1,14-02-2023,32879.40253,69579.47829,0.352024637,481,9
158,CUST7098,ACC57872,Credit,Transfer,Savings Account,Firm D,West,Manager 1,11-05-2023,70363.17749,58132.70606,0.653007403,744,40
121,CUST7493,ACC66190,Current,Transfer,Credit Card,Firm C,Central,Manager 2,23-03-2024,23848.04548,119688.5734,0.437337714,438,122
169,CUST4884,ACC88449,Loan,Withdrawal,Credit Card,Firm B,Central,Manager 4,26-05-2023,50072.93893,41282.54407,0.411186618,542,191
1,CUST5351,ACC22799,Current,Payment,Personal Loan,Firm D,South,Manager 3,24-10-2023,42118.16988,110012.169,0.434404975,660,129
71,CUST6330,ACC82381,Savings,Withdrawal,Personal Loan,Firm E,Central,Manager 3,16-04-2024,38794.27613,84835.247,0.340955136,745,186
65,CUST6565,ACC39529,Savings,Withdrawal,Credit Card,Firm B,East,Manager 2,05-02-2023,39997.81203,-35891.00175,0.338779628,675,174
11,CUST1121,ACC62809,Credit,Payment,Savings Account,Firm C,South,Manager 3,28-03-2024,87354.6302,77450.91248,0.209353677,657,190
95,CUST4126,ACC20297,Credit,Payment,Personal Loan,Firm E,West,Manager 3,12-02-2023,50141.51685,31233.22988,1.041818673,622,55
118,CUST3762,ACC26956,Credit,Transfer,Home Loan,Firm A,West,Manager 4,03-10-2023,63699.16642,62130.70923,0.265224861,637,83
24,CUST7002,ACC29477,Current,Deposit,Home Loan,Firm A,North,Manager 1,08-01-2024,57849.92272,44329.3986,0.192110985,324,226
117,CUST4241,ACC34821,Loan,Deposit,Mutual Fund,Firm E,South,Manager 2,03-05-2023,35825.32708,83702.41838,0.16422118,343,137
102,CUST1962,ACC45521,Savings,Withdrawal,Home Loan,Firm C,South,Manager 4,22-10-2023,66964.48748,-18963.79719,1.081887261,808,118
68,CUST6029,ACC61827,Savings,Transfer,Credit Card,Firm A,South,Manager 1,21-06-2024,54360.50435,49298.63866,0.468819328,825,55
75,CUST1609,ACC70460,Loan,Payment,Mutual Fund,Firm C,East,Manager 4,22-06-2024,45031.26198,55748.41915,0.628049579,722,51
184,CUST1121,ACC28292,Loan,Withdrawal,Home Loan,Firm D,North,Manager 1,19-04-2023,76071.56347,74043.85581,0.221606356,457,101
197,CUST6391,ACC29231,Loan,Deposit,Credit Card,Firm D,South,Manager 1,17-11-2023,85484.07858,101390.1679,0.077464074,795,59
77,CUST1749,ACC23736,Current,Withdrawal,Personal Loan,Firm B,East,Manager 1,10-02-2023,57656.81482,71163.82436,0.34174833,825,192
179,CUST3006,ACC97411,Current,Payment,Mutual Fund,Firm B,West,Manager 3,07-06-2024,-18823.15828,98466.7397,0.496044306,424,37
44,CUST9683,ACC80131,Loan,Payment,Credit Card,Firm B,North,Manager 4,23-03-2024,52373.45253,132761.7314,0.573291317,755,104
84,CUST7855,ACC34119,Savings,Transfer,Personal Loan,Firm B,South,Manager 2,17-01-2023,22125.7466,108023.4983,0.288647338,694,229
75,CUST2357,ACC41829,Current,Withdrawal,Savings Account,Firm E,North,Manager 1,10-02-2023,53467.25803,56195.50051,0.518878109,806,195
126,CUST7651,ACC36079,Credit,Transfer,Mutual Fund,Firm A,Central,Manager 4,06-06-2023,103303.7868,94440.68991,0.425290364,452,142
17,CUST2942,ACC17688,Savings,Transfer,Personal Loan,Firm E,West,Manager 4,25-07-2023,44619.78723,73109.08395,0.527192151,476,41
86,CUST2412,ACC30146,Savings,Transfer,Credit Card,Firm D,South,Manager 2,21-12-2023,57560.8587,12153.51012,0.623705722,338,192
123,CUST4669,ACC80131,Current,Withdrawal,Personal Loan,Firm B,Central,Manager 2,06-06-2023,78520.37628,95890.8231,0.178763277,470,216
129,CUST1467,ACC26940,Savings,Withdrawal,Savings Account,Firm B,Central,Manager 4,20-04-2024,73313.85463,121806.5271,0.607903968,749,52
133,CUST9564,ACC15671,Current,Transfer,Savings Account,Firm E,South,Manager 4,19-10-2023,36135.13644,39629.93375,0.541090476,716,110
30,CUST1888,ACC45101,Credit,Payment,Savings Account,Firm A,Central,Manager 1,19-04-2023,165004.5369,110349.6813,0.373505825,619,175
70,CUST1962,ACC51593,Loan,Deposit,Home Loan,Firm B,East,Manager 3,30-12-2023,105938.9758,97124.92643,0.081558242,383,160
137,CUST1609,ACC51593,Loan,Transfer,Mutual Fund,Firm B,North,Manager 4,26-04-2023,77746.07663,77535.53167,0.407640041,337,61
144,CUST7855,ACC18177,Loan,Deposit,Savings Account,Firm B,East,Manager 4,30-09-2023,97227.83613,77407.43034,0.332526499,342,144
181,CUST1738,ACC40939,Loan,Deposit,Personal Loan,Firm C,Central,Manager 3,12-05-2023,49088.45816,96917.28368,0.332039138,835,131
24,CUST2349,ACC51009,Loan,Deposit,Credit Card,Firm E,Central,Manager 3,13-02-2024,-16416.10432,109008.3804,0.198718623,736,31
4,CUST2541,ACC70314,Current,Transfer,Savings Account,Firm B,Central,Manager 2,06-08-2023,50893.94423,75322.54985,0.893583388,327,44
24,CUST1498,ACC61926,Credit,Deposit,Home Loan,Firm E,Central,Manager 2,22-10-2023,51238.55948,58708.11239,0.331074423,809,30
18,CUST1498,ACC86784,Loan,Withdrawal,Savings Account,Firm D,West,Manager 1,13-02-2024,53266.92733,80257.21088,0.47425941,582,133
124,CUST3015,ACC15359,Savings,Deposit,Mutual Fund,Firm A,South,Manager 1,11-04-2023,69405.13137,79358.15492,0.519556856,453,197
108,CUST3187,ACC53466,Credit,Payment,Savings Account,Firm E,Central,Manager 4,24-05-2023,71180.56855,68626.28038,0.25788553,312,82
182,CUST1749,ACC95774,Savings,Withdrawal,Mutual Fund,Firm E,South,Manager 3,30-09-2023,73566.8176,52233.98035,0.173028041,627,92
190,CUST7098,ACC91220,Credit,Transfer,Credit Card,Firm C,West,Manager 4,04-01-2024,35405.46899,61905.1557,0.410444889,451,136
44,CUST6351,ACC42903,Savings,Payment,Credit Card,Firm A,North,Manager 4,14-04-2023,90304.08702,61378.84345,0.422772178,624,180
14,CUST5385,ACC30852,Loan,Payment,Mutual Fund,Firm B,South,Manager 1,26-02-2023,81479.12062,55741.82851,0.600079492,452,132
75,CUST8279,ACC88286,Current,Deposit,Savings Account,Firm B,South,Manager 1,12-01-2024,58593.99454,101203.2896,0.752543671,386,146
